Date,F,G,H,J,K,M,N,Q,U,V,X,Z
1/1/2019,1.7347,1.7365,1.7347,1.7307,1.7346,1.7438,1.7543,1.7633,1.7681,1.7715,1.7742,1.7738
1/2/2019,1.7619,1.7634,1.7614,1.7574,1.7613,1.7705,1.781,1.79,1.7948,1.7982,1.8009,1.8005
1/3/2019,1.7929,1.7938,1.791,1.7859,1.7886,1.7976,1.8069,1.8144,1.8189,1.8221,1.8244,1.8234
1/4/2019,1.812,1.8126,1.8095,1.804,1.8062,1.8142,1.8226,1.8292,1.833,1.8357,1.8373,1.8353
1/5/2019,1.812,1.8126,1.8095,1.804,1.8062,1.8142,1.8226,1.8292,1.833,1.8357,1.8373,1.8353
1/6/2019,1.812,1.8126,1.8095,1.804,1.8062,1.8142,1.8226,1.8292,1.833,1.8357,1.8373,1.8353
1/7/2019,1.8239,1.8247,1.8218,1.8161,1.8181,1.8256,1.8336,1.8399,1.8436,1.8465,1.848,1.8462
1/8/2019,1.8697,1.8705,1.8675,1.8617,1.8636,1.8708,1.8784,1.8844,1.8877,1.8903,1.8913,1.8893
1/9/2019,1.9229,1.9232,1.9196,1.9131,1.9137,1.9192,1.9256,1.93,1.9324,1.9349,1.9355,1.9335
1/10/2019,1.9449,1.9454,1.942,1.9341,1.934,1.9378,1.9429,1.9462,1.948,1.9503,1.9509,1.9494
1/11/2019,1.9128,1.9134,1.91,1.902,1.9019,1.905,1.9096,1.9123,1.914,1.9162,1.9168,1.9155
1/12/2019,1.9128,1.9134,1.91,1.902,1.9019,1.905,1.9096,1.9123,1.914,1.9162,1.9168,1.9155
1/13/2019,1.9128,1.9134,1.91,1.902,1.9019,1.905,1.9096,1.9123,1.914,1.9162,1.9168,1.9155
1/14/2019,1.8791,1.8796,1.8762,1.8683,1.8682,1.871,1.8756,1.8785,1.8806,1.8829,1.8836,1.8823
1/15/2019,1.9081,1.9089,1.9059,1.8981,1.8979,1.9006,1.9051,1.9082,1.9108,1.9134,1.9143,1.913
1/16/2019,1.932,1.9326,1.9294,1.9209,1.9201,1.9215,1.9253,1.9276,1.9301,1.9325,1.9334,1.9321
1/17/2019,1.9231,1.9239,1.9208,1.9123,1.9112,1.9121,1.9154,1.9175,1.9202,1.9228,1.9238,1.9225
1/18/2019,1.946,1.9462,1.9423,1.933,1.9306,1.9303,1.9325,1.9341,1.9361,1.9384,1.9395,1.9382
1/19/2019,1.946,1.9462,1.9423,1.933,1.9306,1.9303,1.9325,1.9341,1.9361,1.9384,1.9395,1.9382
1/20/2019,1.946,1.9462,1.9423,1.933,1.9306,1.9303,1.9325,1.9341,1.9361,1.9384,1.9395,1.9382
1/21/2019,1.946,1.9462,1.9423,1.933,1.9306,1.9303,1.9325,1.9341,1.9361,1.9384,1.9395,1.9382
1/22/2019,1.9343,1.9348,1.9313,1.9229,1.9208,1.9207,1.9234,1.9255,1.928,1.9306,1.932,1.9312
1/23/2019,1.9323,1.9329,1.9292,1.9205,1.9181,1.918,1.9206,1.9229,1.9253,1.928,1.9295,1.9287
1/24/2019,1.9291,1.9297,1.926,1.9168,1.9137,1.913,1.9155,1.9175,1.9196,1.922,1.9234,1.9226
1/25/2019,1.9386,1.9393,1.936,1.9265,1.9234,1.9225,1.9253,1.9273,1.9294,1.9317,1.9331,1.9322
1/26/2019,1.9386,1.9393,1.936,1.9265,1.9234,1.9225,1.9253,1.9273,1.9294,1.9317,1.9331,1.9322
1/27/2019,1.9386,1.9393,1.936,1.9265,1.9234,1.9225,1.9253,1.9273,1.9294,1.9317,1.9331,1.9322
1/28/2019,1.894,1.8953,1.8927,1.8846,1.8827,1.8833,1.887,1.8897,1.8928,1.8961,1.8985,1.8983
1/29/2019,1.9459,1.9471,1.9442,1.9351,1.9321,1.9315,1.9346,1.9367,1.9391,1.9418,1.9435,1.943
1/30/2019,1.9479,1.9489,1.9458,1.9362,1.9326,1.9317,1.9348,1.9368,1.9388,1.9411,1.9424,1.9419
1/31/2019,1.9283,1.9289,1.9254,1.9152,1.9105,1.9089,1.9117,1.9139,1.9155,1.9174,1.9183,1.9178
2/1/2019,1.9678,1.9686,1.9655,1.9553,1.9502,1.9487,1.9516,1.9538,1.9558,1.9585,1.9601,1.9596
2/2/2019,1.9678,1.9686,1.9655,1.9553,1.9502,1.9487,1.9516,1.9538,1.9558,1.9585,1.9601,1.9596
2/3/2019,1.9678,1.9686,1.9655,1.9553,1.9502,1.9487,1.9516,1.9538,1.9558,1.9585,1.9601,1.9596
2/4/2019,1.9618,1.9628,1.96,1.9499,1.9448,1.9437,1.9465,1.9488,1.951,1.9538,1.9554,1.9549
2/5/2019,1.9506,1.952,1.9495,1.9396,1.9347,1.9337,1.9367,1.9394,1.9422,1.9455,1.9475,1.9475
2/6/2019,1.9672,1.9689,1.9669,1.9575,1.9526,1.9516,1.9547,1.9575,1.9605,1.9641,1.9662,1.9661
2/7/2019,1.9492,1.951,1.9493,1.9401,1.9351,1.9338,1.9369,1.9399,1.9431,1.9466,1.9485,1.9481
2/8/2019,1.9541,1.9557,1.9535,1.9439,1.9384,1.9369,1.9401,1.9433,1.9463,1.9495,1.9512,1.9508
2/9/2019,1.9541,1.9557,1.9535,1.9439,1.9384,1.9369,1.9401,1.9433,1.9463,1.9495,1.9512,1.9508
2/10/2019,1.9541,1.9557,1.9535,1.9439,1.9384,1.9369,1.9401,1.9433,1.9463,1.9495,1.9512,1.9508
2/11/2019,1.9413,1.9433,1.9414,1.9324,1.927,1.9259,1.9295,1.9329,1.9362,1.9397,1.9417,1.9416
2/12/2019,1.9582,1.9599,1.9574,1.9479,1.9421,1.9406,1.9436,1.9467,1.9497,1.9527,1.9542,1.9537
2/13/2019,1.987,1.9884,1.9855,1.9757,1.9687,1.966,1.9683,1.9709,1.9734,1.9757,1.9769,1.976
2/14/2019,2.0121,2.0129,2.0096,1.9989,1.9914,1.9883,1.9901,1.9921,1.9941,1.9964,1.9972,1.9961
2/15/2019,2.0602,2.0605,2.0565,2.045,2.0369,2.033,2.034,2.0351,2.0361,2.038,2.0385,2.0371
2/16/2019,2.0602,2.0605,2.0565,2.045,2.0369,2.033,2.034,2.0351,2.0361,2.038,2.0385,2.0371
2/17/2019,2.0602,2.0605,2.0565,2.045,2.0369,2.033,2.034,2.0351,2.0361,2.038,2.0385,2.0371
2/18/2019,2.0602,2.0605,2.0565,2.045,2.0369,2.033,2.034,2.0351,2.0361,2.038,2.0385,2.0371
2/19/2019,2.0526,2.0532,2.0496,2.0383,2.0305,2.0269,2.0279,2.0291,2.0302,2.0323,2.0332,2.0323
